"gene_names","var_zt","var_ict"
"TCTN3",0.6484,0.3754
"C12orf76",0.8858,0.9928
"KRI1",0.9132,0.9542
"AZIN1",1.5235,1.5426
"GAMT",1.232,1.0884
"VAV3",1.6629,1.3685
"RPL31",1.2667,0.9831
"SPRYD3",1.1951,1
"MED9",1.2856,1.0535
"NICN1",1.0853,1.0683
"FBXW11",1.8465,1.9532
"RPRD2",1.4389,1.435
"TIMP2",0.6351,0.4473
"ZNF416",1.0322,0.8361
"SERPINB1",0.7123,0.5511
"ZCCHC7",0.6164,0.3949
"NOL9",0.5521,0.4268
"PSMA7",1.3625,1.2409
"NDUFV1",1.4466,1.4943
"SVIL",1.1965,1.0049
"NHLRC3",1.224,0.9421
"MARCH8",1.209,1.023
"CCDC6",1.0231,0.8113
"GTF2H1",0.9017,0.7316
"LRCH3",1.5242,1.3126
"ZMYM3",1.7422,1.9185
"CD248",0.5885,0.4439
"ZNF160",1.3915,1.2151
"DIAPH1",1.6357,1.9587
"MYO1C",1.3679,1.2219
"RAB22A",1.7847,1.6319
"MAP3K4",1.4312,1.3511
"UHRF1BP1L",0.6461,0.3937
"FKBP5",0.4611,0.3142
"CD83",0.7258,0.5602
"PPP2R2B",1.3337,1.4857
"POLR2G",1.6424,1.4722
"ALMS1",0.5418,0.441
"ARHGEF6",1.611,1.5278
"DNAJC1",1.6813,1.6772
"SMARCB1",1.6314,1.5289
"OGFOD1",0.8307,0.8097
"AP4M1",1.3763,1.3297
"AMPD3",1.375,1.6705
"MVK",1.7697,1.654
"SMARCA4",1.2125,1.3718
"CASP4",0.92,0.9039
"SETX",1.4678,1.2266
"TRAPPC10",1.0541,0.7867
"MCCC1",0.5877,0.4696
"YTHDF2",0.6099,0.4559
"NFKBIZ",0.8036,0.7246
"DUSP14",1.7007,1.4616
"IQCB1",1.1955,0.8853
"ABHD2",0.8541,0.5979
"STRBP",0.6715,0.4913
"GOLGA4",0.8511,0.5849
"PRKRIP1",1.3761,1.3891
"KCTD12",1.4832,1.3835
"PNPO",1.516,1.4392
"CSNK1G3",1.1785,1.0181
"SNX15",1.3055,1.3917
"PWP1",0.7286,0.5531
"ZC3HAV1",1.7835,1.7061
"PRDX5",0.7477,0.616
"SEC61A2",1.4196,1.3096
"VRK1",1.4425,1.1045
"COG5",1.7485,1.5004
"NFKB2",1.0004,0.81
"UHMK1",1.2072,1.2529
"AKR1A1",1.6669,1.6267
"AUH",1.6763,1.3036
"WRNIP1",1.364,1.1666
"MMGT1",1.7343,1.7555
"UBA2",0.9857,0.8294
"GOSR2",1.4267,1.398
"CNN2",1.2811,1.1406
"MAST3",0.6958,0.4024
"PITPNA",1.0015,0.7925
"CYTH4",1.0879,0.8261
"YME1L1",1.5416,1.4922
"DHX36",0.9704,0.7244
"ARL4C",1.4933,1.3808
"MLH3",1.0226,0.9676
"PSMG3",1.3332,1.3489
"CPSF3",0.536,0.4546
"SLC46A3",1.3879,1.3656
"WAC",1.5385,1.6393
"PRKD3",0.8815,0.7477
"TMEM8A",0.4505,0.2682
"MBOAT7",0.647,0.4139
"H2AFV",1.213,1.3971
"ST3GAL5",1.4338,1.4912
"L3MBTL3",0.8571,0.5948
"SLAMF1",0.667,0.4431
"NMT2",0.6228,0.4001
"TMED5",1.6043,1.6919
"PRKCB",1.3718,1.0769
"CSTF3",0.7725,0.539
"GNL2",1.022,0.8428
"FGL2",1.0483,0.7882
"PRKAB2",1.4237,1.2189
"PARP16",1.8876,1.7551
"MCM7",1.429,1.4563
"LBR",1.2622,1.3046
"SLU7",1.7077,1.6966
"PROK2",0.7336,0.7049
"P2RY13",0.5858,0.4398
"ATP2B4",1.4747,1.239
"RBMX2",1.6181,1.2593
"CYB5D2",1.6534,1.6778
"SLC39A1",1.097,0.9473
"PDIA3",0.7019,0.4628
"SLC35F5",1.2261,1.1789
"NFX1",1.2308,1.2686
"RIPK1",1.6338,1.7171
"HDAC5",0.5972,0.3924
"GNPDA1",1.4023,1.5148
"CHPT1",0.8146,0.6896
"SLC41A3",0.8838,0.5832
"LARP1",0.8858,0.9185
"BTN3A3",1.4521,1.3142
"MESDC2",0.9502,0.6277
"TUBGCP5",0.3827,0.2701
"FCRL1",0.9998,0.8913
"EIF3H",0.9271,0.6217
"BZW2",0.9142,0.6889
"RRP9",1.4479,1.3267
"DDX49",1.8495,1.8607
"MPZ",1.7416,1.6087
"MLEC",1.5663,1.5544
"INO80B",1.535,1.4174
"RHOQ",0.5651,0.3966
"POLR3K",1.4069,1.2725
"TSPAN2",0.8863,0.8829
"TTC3",0.6476,0.5383
"RB1",1.6325,1.6652
"MTF2",1.2078,0.9775
"STK40",0.7533,0.5201
"LIPA",0.4646,0.2558
"MGAT1",0.9904,0.8228
"BLZF1",1.5462,1.656
"PACS1",1.3583,1.1088
"TBC1D4",0.5207,0.3509
"PLRG1",1.2121,0.9734
"FMNL3",1.2185,1.1998
"EMG1",1.2526,1.0003
"MLLT10",1.2494,1.2563
"GRINA",0.8238,0.6539
"SLC25A19",0.8564,0.9487
"VEZT",1.2167,0.9708
"PGRMC2",0.775,0.5721
"DDX46",1.2091,0.8817
"ACTR2",1.3991,1.1292
"ZNF250",1.2473,1.1268
"PPFIBP2",1.5546,1.6003
"SECISBP2",1.5642,1.3599
"AES",0.7705,0.5955
"DHRS1",1.3305,1.1542
"BASP1",0.8859,0.7149
"ID3",0.909,0.7872
"LEPROT",1.1529,1.0014
"SLC6A6",0.5479,0.2772
"HNRNPA3",0.5514,0.3979
"HIP1",0.9497,0.6699
"NINJ2",1.0305,0.8743
"AGFG1",1.0346,0.9717
"NTNG2",0.7482,0.6756
"ERAP2",1.3459,1.2346
"ASPHD2",1.6923,1.6377
"MTHFD2",1.5333,1.3058
"TPCN1",1.0913,1.2506
"H1F0",1.2393,1.2305
"SF3A3",1.4513,1.326
"LACTB",1.5489,1.3585
"MRPS23",1.5076,1.2619
"HAL",0.571,0.458
"BAK1",1.491,1.5139
"FAM46A",1.2183,0.95
"TAF5L",1.4335,1.3188
"LYRM4",1.344,1.1187
"SCAMP3",1.4265,1.5296
"NIPBL",1.7317,1.4449
"HIF1A",1.0944,1.2449
"PKD1",1.2871,1.4095
"TMEM69",1.2756,1.2188
"NCKIPSD",1.3304,1.2009
"MAPK1",0.6335,0.5362
"RNF187",1.2378,1.1033
"PLEK",0.9235,0.8751
"MICAL2",1.0573,0.938
"UBE4A",1.4473,1.3429
"GPS1",1.5901,1.5136
"PLEKHG3",0.516,0.2992
"C11orf24",1.0382,0.8075
"CX3CR1",1.1571,1.1967
"TBRG1",1.3165,1.1772
"DICER1",1.3541,0.927
"HAT1",1.444,1.313
"RASGRF2",1.5019,1.4895
"C8orf33",0.7388,0.7351
"FOXO1",0.2931,0.2481
"SF3B1",1.2438,1.0966
"CD226",1.6527,1.5681
"UBE2G2",1.2682,1.3284
"BBS1",1.4822,1.4844
"HPCAL1",1.2754,0.9797
"ALPK1",1.3793,1.2264
"EIF4EBP1",0.8396,0.8579
"MRPL22",1.5977,1.3194
"ELMO1",1.0553,0.7631
"SKA2",1.2821,1.0792
"ACBD6",0.689,0.5268
"CXCR3",1.1278,0.8603
"ADCY7",1.3493,1.3524
"WIPF1",0.7757,0.47
"FBXW5",1.4721,1.5023
"MRPL50",1.1558,0.8267
"FUNDC1",1.323,1.4056
"MID1IP1",0.8508,0.7558
"USP28",1.0373,1.0198
"SOS2",1.0623,0.8673
"AMIGO2",0.4835,0.3304
"ZNF518B",1.3778,1.2888
"UBXN7",1.5389,1.3893
"ARL8B",1.3056,1.0562
"COASY",1.4948,1.328
"RRN3",0.9197,0.6874
"POLI",1.0242,0.7971
"RAD1",1.1948,1.0371
"LSM6",1.1807,0.9393
"UBE2B",0.8162,0.6278
"TNRC6B",1.5227,1.4902
"PNKD",0.8606,0.8839
"ZNF552",1.1837,0.9737
"BBC3",0.8321,0.7198
"CES2",1.5061,1.4131
"GTF2B",1.433,1.5767
"FXR2",1.3876,1.2448
"PRSS23",0.7177,0.7152
"LPCAT4",1.2212,1.071
"ZNF438",0.7335,0.6598
"CMTM6",0.9536,0.8022
"TMPO",1.3664,1.4568
"TIMM8B",1.1956,1.0007
"MIDN",0.5762,0.3692
"RNF10",1.2175,1.0467
"LENG1",1.6125,1.8446
"RBM26",0.9437,0.9441
"CDC40",1.1164,0.8537
"C15orf57",1.3726,1.1692
"LYSMD2",1.5164,1.5644
"EPM2AIP1",0.8901,0.5996
"DCUN1D1",0.9959,0.8598
"TMCO3",1.2368,1.0706
"ITGA2B",1.1272,0.8949
"ACTR10",1.5247,1.3141
"ATG4C",1.0522,0.8143
"SREBF2",1.4464,1.4654
"TRIM66",1.0397,0.9626
"TMX2",1.3898,1.1275
"CUL9",0.8835,0.8938
"DPP8",1.5794,1.3969
"OSTM1",1.2384,1.4452
"ARID1B",1.677,1.557
"ZNF548",1.3769,1.3429
"PTPN18",0.9283,0.8016
"NIN",1.1716,0.9269
"CWC25",0.7875,0.67
"ZNF350",1.3054,1.075
"DOPEY2",1.7621,1.4772
"DHX9",0.8867,0.8572
"PHF20L1",1.3393,1.2712
"CRY2",1.8195,1.4611
"TMX1",1.3177,1.2456
"ANAPC4",0.7702,0.4579
"NT5DC1",0.8093,0.5363
"CCNJL",0.4575,0.2141
"PCMT1",1.3881,1.3824
"P2RY10",1.0496,0.974
"KLHL20",0.7844,0.5864
"COL4A3BP",1.6051,1.4909
"FBRSL1",1.5659,1.4463
"ERMAP",1.2974,1.1345
"NKRF",1.0828,0.9135
"COX7A2L",1.7082,1.426
"TLR1",1.2225,1.1249
"EDF1",1.1002,1.1073
"SIN3A",1.4182,1.4438
"SRD5A3",1.5799,1.3894
"MAPRE2",1.3423,1.3423
"RPS27A",1.2897,0.9185
"UPF3A",1.0905,1.0422
"DDX5",1.067,0.8647
"HIST1H3H",0.9537,0.7986
"PTPN6",1.1718,0.9374
"RRAGD",0.8384,0.6806
"STK38L",0.7424,0.7845
"SCAMP4",1.0505,1.013
"RPS16",0.7637,0.5308
"MUL1",1.7864,1.5444
"ZNF354A",1.3621,1.3814
"ZNF800",0.917,0.7316
"TRIM27",0.7922,0.6595
"NFS1",1.0072,0.7987
"ZKSCAN4",1.655,1.5279
"RETSAT",1.601,1.7368
"RNF113A",0.8367,0.6044
"ZCRB1",1.6712,1.3593
"PHF8",1.297,1.423
"OPA1",0.9935,0.8091
"SP3",1.2039,1.1522
"USP7",1.1528,1.2851
"HIF1AN",0.9009,0.8179
"CLEC4E",0.336,0.2673
"RDH14",1.0502,0.7843
"TNFRSF10D",1.7337,1.7799
"NUP153",1.6464,1.7219
"CBX4",1.3013,1.2673
"RBM22",1.385,1.3989
"TMEM14B",0.703,0.5076
"ZNF264",1.0448,1.0593
"SLC35E1",0.8354,0.5178
"ZNF544",0.8135,0.6792
"RPS10",1.2315,0.9446
"PPM1A",1.2765,1.185
"TMEM156",0.9827,0.8256
"TMEM60",1.9298,1.4933
"SNX11",0.7479,0.5681
"PLEKHB2",1.4227,1.3061
"SRGAP2",1.1608,0.9751
"TBC1D10C",1.0841,1.1054
"DUSP22",1.37,1.2402
"CD86",1.452,1.4106
"FAM120A",1.1474,1.0169
"RHBDF2",1.4158,1.3931
"SLFN12",1.2614,1.2908
"CDC23",1.0529,0.8093
"CFLAR",0.9836,0.7421
"ACP1",1.0965,0.9024
"PDCL",1.5055,1.3601
"ITGA6",0.523,0.2926
"HNRNPL",1.527,1.5633
"ARL2BP",1.0336,0.8687
"AIFM1",0.6438,0.4941
"CAMKK2",1.0571,0.8585
"PLBD1",0.9427,0.7901
"SNX4",1.2262,1.0535
"PDIA4",1.2714,1.1223
"IPO4",1.5323,1.4559
"JAZF1",1.2789,1.3444
"APPL2",1.3051,1.4338
"LNPEP",1.0673,1.1018
"MPZL1",0.344,0.1915
"TRAPPC6B",1.303,1.1678
"ATF6",0.7354,0.5132
"PCBP2",1.4971,1.2343
"RABGGTA",1.4365,1.3147
"SLC19A1",0.7067,0.4473
"PTPN4",1.7079,1.6295
"UBN1",0.8059,0.5302
"SH3GL1",1.1175,0.9745
"YIPF5",1.2116,1.1466
"RNF44",1.499,1.3157
"TIMM9",0.8292,0.5785
"P2RX5",1.5987,1.6685
"CPA3",1.4439,1.5011
"SPAST",1.3322,1.2172
"HSD17B11",0.8946,0.9076
"SIT1",1.4078,1.1958
"CCNC",1.4078,1.301
"MED1",0.7408,0.8278
"ALOX5",1.1894,1.0496
"PEX5",1.1324,1.1883
"NIPSNAP1",0.748,0.7613
"FOLR2",1.0906,0.9727
"RALY",1.4903,1.4273
"DCAF16",0.9025,0.8147
"PTP4A2",1.1734,1.0211
"RPL14",0.5705,0.3206
"CAPN10",1.4772,1.4448
"FEZ2",1.4672,1.487
"MUT",1.1326,0.7922
"ITGAL",1.4911,1.2423
"DGKD",1.489,1.3576
"ARHGAP24",1.5506,1.3255
"DENND2D",0.9307,0.644
"CHAF1A",1.6368,1.5381
"MRPS16",1.3122,1.0841
"CORO1B",1.1255,0.8439
"FBXO22",1.5122,1.416
"MLXIP",1.4666,1.2135
"SLK",1.0842,1.0281
"PPM1M",0.9189,0.6757
"OSBPL3",1.59,1.5274
"APOBEC3D",1.2831,1.2852
"HCG18",1.0734,0.9728
"VASP",1.1347,0.9725
"CLEC10A",0.827,0.809
"ZFPM1",1.5754,1.3696
"SAMD9L",1.7713,1.6972
"DDX59",1.8261,1.9128
"UAP1",1.565,1.44
"UBQLN4",1.6898,1.8746
"TMEM63A",0.6892,0.6662
"FRYL",1.2595,1.2962
"GPR108",0.965,0.7795
"STK17B",1.1583,1.1555
"DHX16",1.6767,1.599
"PRKD2",0.8456,0.4814
"LAT2",1.0337,0.8618
"TPD52",0.8932,0.684
"MARK3",1.4197,1.1706
"EIF2AK1",1.1272,1.0798
"CD244",0.7991,0.6175
"NSMAF",1.4862,1.297
"THRA",0.9964,0.7937
"ERAP1",1.197,0.8879
"UAP1L1",1.175,1.1163
"SGSM3",1.3794,1.4924
"OPTN",1.7265,1.7434
"MED6",1.5128,1.4491
"PHKG2",1.3032,1.2392
"LIMA1",0.9475,0.6825
"GRHPR",1.5212,1.49
"BRD3",1.9422,1.6692
"TAX1BP1",1.3123,1.4266
"NAA35",0.6553,0.4672
"KIAA0586",0.6357,0.5984
"TTC39C",0.4978,0.3537
"THG1L",1.1878,0.9419
"DDX42",0.7225,0.7242
"NKG7",0.5962,0.6317
"MICALL1",1.2733,1.1589
"COMT",1.3364,1.2727
"SLC25A45",1.7505,1.5188
"CTLA4",1.6041,1.7031
"IGBP1",1.4561,1.1814
"CRYL1",1.3316,1.0911
"SNAI3",1.0396,0.7558
"GABPA",1.4802,1.5022
"GLE1",1.8277,1.6022
"PHC2",0.6267,0.4218
"LGALS12",0.8752,0.7096
"RCAN3",0.3677,0.2467
"FXYD6",1.1625,0.9852
"AARS2",0.7234,0.6929
"MRPL45",0.819,0.6709
"NOM1",1.1461,1.2345
"AFF1",1.5155,1.3835
"SMPD3",1.0478,1.0276
"MAP2K1",1.6564,1.753
"RFC4",1.3275,1.0015
"FTO",1.1921,1.0203
"ZC3H18",1.7024,1.817
"MRRF",0.7866,0.6014
"GBAS",1.2896,1.0792
"GPR183",0.6434,0.3934
"CD3E",1.7527,1.603
"SAP18",1.4851,1.2922
"SIRT3",0.7439,0.5138
"CD47",1.7383,1.5896
"RFWD2",1.3973,1.3672
"ITSN2",1.2518,1.3786
"RIN3",1.1724,0.9347
"MS4A14",1.0433,1.0389
"TAF4",1.8243,1.6381
"SLC25A46",1.108,0.9433
"PDCD6",1.2405,1.1556
"ZNF248",1.3658,1.1113
"DAGLB",1.4553,1.3951
"SENP3",1.4706,1.2452
"CCT7",1.1318,1.0079
"MCEE",0.8609,0.5453
"QPCT",0.6331,0.4341
"ARHGEF9",1.0055,0.9725
"PSEN1",0.921,0.7103
"MSRA",1.3497,1.1585
"AMPD2",0.9819,0.6364
"ETFDH",0.6375,0.4825
"SNAPC5",1.1745,0.8675
"RNF138",1.7416,1.5125
"MEGF6",1.8944,1.9309
"CREB1",1.249,1.078
"INF2",1.5453,1.5735
"STIP1",1.2924,1.1178
"TIAL1",1.1722,1.2297
"CUL2",1.4738,1.242
"GNAS",1.4242,1.4483
"TPK1",1.3081,1.1504
"CNOT10",1.1396,1.1456
"TMC6",1.8642,1.9144
"CC2D1B",1.6161,1.6639
"FANCF",0.7217,0.475
"BTNL8",0.6571,0.6539
"SERTAD2",1.3304,1.4037
"GNL3",1.0249,0.7721
"GIGYF1",1.036,1.011
"C21orf91",1.3538,1.4988
"CDC16",0.9183,0.8914
"UBA3",1.0332,0.9396
"MRPL46",1.0069,0.7654
"SFXN3",0.8793,0.8796
"FAM129A",1.3614,1.2571
"IVD",1.2196,1.2658
"PPP3CC",0.6645,0.4463
"SAP30L",1.0575,1.1283
"HMG20A",1.2783,1.1205
"DERA",1.0576,0.9197
"RELL1",0.6554,0.5167
"TXLNA",1.5621,1.7072
"RIMKLB",0.9452,0.69
"RFK",1.4485,1.3939
"DDIT4",0.255,0.2374
"SSH1",0.6746,0.4744
"LRRC4",0.6351,0.5409
"TGFBR2",1.0917,1.0562
"NR2C1",0.8715,0.6408
"RBM4",0.904,0.8721
"TCN1",0.8207,0.9446
"SPG11",1.6463,1.3158
"C12orf75",1.3606,1.5063
"FGD2",1.448,1.2557
"ATIC",0.5736,0.4456
"CPSF4",1.6339,1.4419
"ERF",0.3108,0.2638
"TMEM164",0.6173,0.3963
"RPS15",0.8171,0.5461
"ACBD4",1.2874,1.1109
"SCYL2",1.648,1.6356
"ZNF84",1.0464,0.8504
"BTK",1.5575,1.3469
"DGKQ",1.2288,1.0986
"MDM1",1.7453,1.5808
"HSF2",0.8332,0.6381
"VPS35",1.6082,1.6387
"MORC2",0.4463,0.363
"RAB5A",1.174,1.1206
"CLPTM1",1.0911,0.8486
"NDUFAF1",1.5508,1.4122
"ITPA",1.2644,1.1755
"PDDC1",0.9876,1.0039
"TMEM18",0.9305,0.7862
"ANKRD27",1.2949,1.2693
"RUNDC3A",0.7881,0.6223
"TMEM120A",0.6121,0.473
"FRG1",1.3058,1.0196
"ACSF3",1.7703,1.8851
"GBP2",1.0396,0.9868
"PTRH2",1.3026,1.182
"POP7",1.2048,1.1561
"DNAJC15",1.0707,0.8109
"MEI1",1.6415,1.6943
"RAB20",0.8963,0.6318
"IPO5",1.0376,0.9313
"TMEM57",0.8212,0.8473
"UNC93B1",0.4561,0.4009
"COPE",0.8939,0.7855
"BPGM",1.7033,1.511
"CHRAC1",1.5708,1.7727
"IL2RB",1.2453,1.3404
"KIAA0391",1.9002,1.8629
"GCC2",0.9118,0.7337
"SLC43A3",1.4858,1.6262
"HIRA",1.7943,1.8199
"MAPK1IP1L",1.5802,1.4676
"SLC35C2",1.9505,1.7992
"GALNT1",1.417,1.3305
"NAB2",1.0668,0.8585
"RNF34",1.8098,1.7332
"IFITM1",1.0828,1.2035
"TMEM99",0.8656,0.5908
"ZNF622",1.8273,1.9253
"SLC25A26",1.6986,1.6266
"C17orf75",0.6982,0.4888
"RNF181",1.6417,1.7211
"SLC25A40",1.942,1.8065
"METTL6",1.3765,1.1233
"TFAM",1.3576,1.1311
"PRR13",0.8137,0.6363
"SHMT2",1.1978,1.1794
"PARL",1.2471,1.0631
"TMEM126A",1.2277,0.9777
"CXCL1",0.8734,0.7882
"SLC39A10",1.3244,1.0922
"FBL",0.6059,0.4163
"RAB24",0.8266,0.6153
"ZNF383",1.4802,1.3157
"CA2",1.3635,1.2014
"FBXO3",1.3389,1.2459
"ZNF318",1.1206,0.9957
"NDUFS3",1.3615,1.0981
"ZADH2",0.9796,0.7722
"PQLC1",0.7982,0.4538
"TRAF2",1.1439,1.2272
"DSTYK",0.7106,0.6256
"MCFD2",1.3072,1.1156
"GRN",1.2038,1.0211
"DYNLT1",0.8429,0.887
"ADAM19",0.8368,0.57
"JMJD6",1.0248,0.9025
"CARD8",0.9088,0.9162
"PIP5K1A",1.6122,1.6443
"CLIP4",0.7779,0.4826
"SLC24A4",0.6539,0.4944
"DERL3",1.3516,1.3441
"CSK",1.4978,1.416
"ITIH4",1.4909,1.522
"RXRA",1.018,0.746
"NBEAL2",0.9901,0.7114
"SNX22",1.731,1.9302
"LGALS8",1.7925,1.9625
"YIF1A",1.3518,1.3607
"DHX57",1.2816,1.1065
"RIOK3",1.2663,1.1135
"CGGBP1",1.1143,0.8823
"PAICS",0.6926,0.4683
"MPEG1",1.5003,1.1904
"KBTBD2",1.5427,1.3844
"OSGEP",0.67,0.4031
"MTHFSD",1.3155,1.2257
"PCNP",1.0535,0.7934
"PUM2",1.6779,1.5415
"DPP9",1.4994,1.4375
"TMEM39B",1.6373,1.4831
"DUSP1",0.3676,0.3081
"STAT1",0.7576,0.5721
"SNAP47",0.8503,0.6905
"TNFSF8",1.1459,1.0613
"PTCD3",0.9269,0.6455
"AGTRAP",0.8561,0.7028
"RCE1",1.3915,1.4559
"WAS",0.6444,0.5487
"SNF8",1.2875,1.3215
"LBH",0.9658,0.9273
"TSPAN17",1.527,1.4786
"COX7C",1.0916,0.8472
"PLEKHO1",1.2059,1.094
"ZNF117",1.2268,1.1963
"USP20",1.561,1.6827
"ZNRF1",1.7044,1.5632
"TMCC1",0.6699,0.5006
"PIAS1",1.976,1.7472
"SLC37A1",1.9684,1.8385
"ARL6IP1",1.4457,1.2722
"C6orf62",1.2512,1.2125
"BTBD1",1.3745,1.0364
"MLYCD",1.6048,1.3954
"GDPD3",0.7102,0.6292
"PAQR8",1.2234,1.0628
"UBE2L6",1.2205,1.0371
"HIST1H2BD",1.0354,0.9192
"ATXN3",1.4445,1.5198
"DDX6",1.7721,1.8621
"WDR43",0.7938,0.6505
"WIPI1",0.7851,0.7304
"CD79B",1.0131,0.8181
"CDC42EP4",0.7579,0.5617
"KAT2B",1.2109,1.341
"RBM15B",1.8945,1.7602
"CYSLTR1",1.185,1.3182
"FBXO21",0.652,0.4079
"ZNF75D",1.272,1.0874
"PRPS2",1.1539,0.995
"LY75",1.448,1.5274
"LMNA",1.5236,1.4962
"ABCA5",0.9353,0.7014
"PITPNM2",1.4631,1.3814
"CHCHD1",1.5574,1.4107
"MRPL19",0.6848,0.439
"RBM39",1.9309,1.8315
"UPF1",1.383,1.1562
"ZDHHC20",1.2379,1.1111
"RSAD2",0.7353,0.3799
"LAMP1",1.6106,1.4136
"ARFGEF1",1.2581,1.0758
"UBL3",1.2895,1.1195
"SERBP1",0.6012,0.5617
"LMNB2",1.8095,1.5305
"HEXDC",1.2726,1.3232
"WIPI2",1.7326,1.4051
"RBM33",1.1821,0.986
"HUWE1",1.3651,1.7036
"CNBP",1.0521,0.979
"PSMA2",1.5641,1.3517
"ASPSCR1",1.1333,1.2425
"DDB2",0.6032,0.3646
"COL9A2",1.1654,1.1983
"NSL1",1.7826,1.9283
"N4BP1",1.0003,0.661
"MBD2",1.7386,1.629
"ATP6V1G1",1.2457,1.0018
"IGHMBP2",1.317,1.2115
"SGSH",1.4081,1.455
"CDYL",1.6143,1.5672
"PEX16",1.9339,1.6835
"ZNF564",1.4057,1.3451
"SMYD4",0.6483,0.5386
"NDUFAF2",1.0349,0.7321
"ADRM1",1.0695,0.9156
"RTN4",1.1737,0.9368
"ARID4A",0.6487,0.665
"CREBZF",1.2849,0.9754
"CTU2",1.5643,1.4161
"NRGN",0.8475,0.6386
"THOC1",1.1243,1.0945
"INTS9",1.0862,1.0643
"QARS",1.4721,1.4719
"CRIPT",1.7405,1.9699
"DNASE2",1.627,1.5032
"TMX3",1.2514,1.1313
"KPNA4",0.8371,0.6647
"TRIM35",1.8086,1.6537
"NF2",1.6213,1.4499
"TTC19",0.8714,0.7658
"SUMF2",1.3887,1.2362
"UBE3A",0.7779,0.5074
"COQ2",1.0524,1.1338
"DVL2",1.7094,1.4314
"SLC12A9",0.5848,0.3597
"CENPBD1",1.7073,1.6966
"RAB7A",1.0904,0.789
"IL7R",0.7058,0.5128
"SLC25A25",0.5953,0.5527
"SLC12A6",0.8764,0.7065
"CLPB",1.4057,1.1637
"GTF3A",0.9989,0.84
"FNTA",1.0359,0.8255
"MARCH6",1.9399,1.5896
"PPM1D",1.1411,1.2113
"DOCK8",1.6078,1.2963
"STEAP4",0.661,0.529
"TXNRD2",1.8047,1.7522
"CKLF",1.0095,1.0535
"JRK",1.4077,1.6892
"STYXL1",0.7231,0.5634
"FUT8",0.7754,0.5508
"TOR2A",1.1582,1.2664
"GPR65",1.4024,1.2694
"DENND4A",0.9563,0.8133
"NSMCE2",1.5165,1.2308
"ANKRD13A",0.9873,0.7085
"CYTH3",1.0955,1.1578
"NMRAL1",1.837,1.7608
"TBXAS1",1.0722,0.8955
"ARFRP1",1.4907,1.508
"MED22",1.6315,1.7306
"TMEM140",0.5691,0.3365
"SUZ12",1.2423,1.1226
"LHPP",0.8788,0.7394
"ZNF133",0.5623,0.4065
"RBM12",0.9104,0.7195
"WDR77",0.5598,0.3609
"TGIF2",1.6708,1.6139
"AP2B1",1.394,1.1975
"EPSTI1",1.3924,1.144
"HAUS1",1.1807,0.9311
"NOL8",0.6951,0.573
"ZFP64",0.9966,0.8423
"SIRT7",1.0628,0.8686
"WDR82",1.1358,1.3021
"IER5",1.3767,1.521
"STIM1",0.8608,0.7854
"TP53INP2",0.8628,0.7372
"DYRK2",0.5535,0.3347
"CSNK1D",0.9016,0.6724
"TRAPPC2L",1.6199,1.5053
"PPFIA1",1.254,0.968
"TADA3",0.9998,0.9775
"CD53",1.1261,0.9043
"GPR160",0.8234,0.7039
"SIRPB1",0.8919,0.7283
"NR2C2AP",0.6697,0.4636
"AGGF1",1.1902,1.1001
"SMU1",1.1294,1.064
"MTX1",0.8044,0.6381
"CDS2",0.6395,0.4443
"MCTP1",1.1691,0.8898
"RBL2",1.5934,1.445
"PPIP5K1",0.9754,1.0204
"CAPZA1",1.2325,1.226
"RILPL1",0.6971,0.4944
"ARMCX5",1.0165,0.798
"CHRNB1",1.5205,1.4625
"TELO2",1.7826,1.912
"OAS3",1.1976,0.9819
"ZMIZ2",1.6036,1.5476
"NFU1",1.1967,0.955
"ZNF142",1.7298,1.686
"SLC25A42",1.4808,1.4187
"BAP1",1.2671,1.1223
"PROSC",1.3503,1.5864
"ATP6V0A2",1.5172,1.5742
"SURF1",1.4312,1.3814
"LTBR",0.7128,0.6014
"PRDM1",1.1384,0.8992
"MAP4",1.0151,1.2097
"TCTN1",0.9384,0.7791
"RASSF1",1.5617,1.5967
"RAB35",1.1004,0.9402
"DAZAP1",0.6592,0.541
"MAP7D1",1.3352,1.0826
"PPP1R3E",0.9736,0.7509
"HBS1L",1.3636,1.1761
"JARID2",1.3331,1.1188
"FAM49B",1.0337,1.0548
"RPL7L1",1.2494,1.1504
"SFXN4",0.9573,0.8603
"TMUB2",0.8908,0.6536
"MRVI1",0.7742,0.6157
"ZCCHC6",0.7244,0.5474
"ZNF683",1.198,1.1638
"MRPS34",1.331,1.2527
"MYD88",1.1281,0.872
"LEMD2",1.1973,1.2421
"STAT2",0.8615,0.8125
"GHRL",0.4025,0.2336
"ST3GAL6",1.298,1.2011
"ZBTB7B",0.6241,0.5624
"STXBP5",0.6397,0.3792
"TRIM65",1.7103,1.7498
"ARHGAP27",0.7241,0.4424
"BCL3",0.8965,0.767
"POLR1E",0.9344,0.7921
"ACOT7",1.2871,1.1997
"IRAK3",0.7426,0.5383
"NR1D2",0.3831,0.2053
"CDK19",1.0363,0.7242
"MTCH1",1.3213,1.1874
"CCDC58",0.8053,0.5785
"PLXNC1",0.732,0.5149
"DET1",0.6018,0.4189
"SPATA2",0.9919,0.8521
"PHTF1",1.0911,1.1058
"RPS6KA3",1.4635,1.6738
"PILRB",1.3589,1.1878
"BATF3",1.2171,1.2686
